0,1,2,3,4,5,6,label
0.0009860476033001885,8.970646471306868e-08,2.360735015200837e-13,8.232674261628244e-16,-4.569342913520063e-30,-2.2767327268358263e-19,1.0528374078129619e-29,1
0.0008697592345582471,6.888045823351839e-08,2.17249293255772e-14,8.786818430303818e-14,3.832929852829135e-27,1.692021723159983e-17,2.1714100461676545e-28,1
0.0009890417709803065,8.64332753953703e-08,9.494081924124007e-14,5.698391620878304e-13,1.2267061028151322e-25,1.0793219580218471e-16,5.01937940411005e-26,1
0.0009366878486435457,8.22173978703994e-08,1.5449524604878377e-13,6.428505332460232e-13,2.0258966701098344e-25,1.4172600762065987e-16,9.992045317587977e-28,1
0.0009268555489634331,7.241111968922357e-08,6.953795624998365e-14,5.105558133530481e-15,-3.683592325543138e-29,1.0659539456771459e-19,8.886836199949987e-29,1
0.0009385330084924056,8.150301071315581e-08,3.4415695695041165e-14,6.359224516163315e-13,8.784551901595453e-26,1.7599439975723326e-16,3.367030858634664e-26,1
0.0009402010777552216,8.047828012162796e-08,1.5570378890275186e-12,1.8855156162276274e-12,3.098774825567715e-24,5.029740718775081e-16,-9.137442710935512e-25,1
0.0009100316714055665,7.60519137641813e-08,2.0835516977294499e-13,3.165819556958436e-14,1.6049516320990564e-27,5.44422094516245e-18,-2.0087466807747503e-27,1
0.0009235294453000173,7.27207382548427e-08,5.656481697926754e-13,1.9674154375292024e-12,1.5055796030315946e-24,4.290323001056001e-16,-1.428573604835198e-24,1
0.0009317446108742654,7.750285674018257e-08,2.247312609143756e-13,7.183459880561887e-14,-4.897720928436203e-27,-1.9787678601589184e-17,-7.701692656587829e-27,1
0.0008882417334142925,7.249547030917408e-08,2.2387425792018122e-13,1.1984804051095646e-13,1.1948025535720694e-26,2.3398974670328654e-17,1.557663659573889e-26,1
0.0009894576585413135,9.296328719340072e-08,1.940007588750863e-13,8.177782548653327e-13,2.91466185834019e-25,2.1564963413958572e-16,1.4541723595532378e-25,1
0.0009095131013419394,7.247866570042528e-08,5.03436449996476e-14,4.000400647976363e-13,-4.342187844620657e-26,-1.0230940439113284e-16,3.6571874616600817e-26,1
0.0009767680765619085,8.644062681576189e-08,2.800534010739126e-13,7.088412100268873e-14,-9.547602659597669e-27,-1.792921903684772e-17,-2.9304437551654375e-27,1
0.000939975532680021,8.39171979941198e-08,3.5409151162644893e-13,2.342954140202588e-13,-5.627503237180145e-26,-6.785378295546851e-17,-3.724601995914864e-26,1
0.0009320920586732957,7.807012083033094e-08,1.3350241662939493e-14,1.796608403228278e-13,4.842480309182631e-27,4.24549211005959e-17,7.346408253474134e-27,1
0.0010039015629369342,8.89495771786695e-08,1.696863292556955e-13,7.789868937188104e-14,5.31359814162534e-27,-1.8611358519306803e-17,-7.209528307881416e-27,1
0.0009250847277895286,7.757223526227426e-08,9.15941434714216e-14,2.634377689761612e-13,9.150298103900972e-27,-3.852858748739481e-17,-3.988528966803055e-26,1
0.0009014206946088889,7.448951722935104e-08,1.1138349515111345e-13,7.597534953471708e-14,-4.0582210388048636e-27,-2.057396513787017e-17,-5.690163608184821e-27,1
0.0008979543186751814,7.079391969265945e-08,1.2993199825507947e-14,1.5333572809247143e-13,-1.4712869079560851e-27,3.7551446119288595e-17,6.68419599916043e-27,1
0.0009210231655887083,7.74349141268546e-08,4.67503492154705e-13,6.006088967942154e-13,1.2136488664865512e-25,6.16580650741592e-17,2.9420921974082614e-25,1
0.0008890871404564037,6.886260452575792e-08,8.489743773588896e-14,3.9799582733144227e-13,7.192589213347926e-26,7.418474330869192e-17,-1.3373070053152658e-26,1
0.0009412975646984404,8.45769537133007e-08,8.644507532438936e-14,5.83580923689816e-14,4.143918829710513e-27,3.1239826203809736e-18,9.34992673672703e-29,1
0.0009570376578474476,7.917672367572899e-08,9.281744240831248e-13,1.8097874619613938e-12,2.147901358679011e-24,4.404491020890408e-16,-9.425577258883686e-25,1
0.0008744073699638391,6.233317045710452e-08,1.8211928100325983e-13,9.000887578303614e-13,2.561991638426282e-25,1.8991247241723793e-16,-2.5916448046823384e-25,1
0.0008893824708653518,6.851643739604558e-08,3.130761467026402e-13,4.834010794177466e-13,8.02572925182907e-26,4.197937687231186e-17,-1.700696886749004e-25,1
0.0009332616050165433,8.00482464142639e-08,8.224749919427707e-14,8.961356010540694e-13,2.423759053656903e-25,1.875228094115512e-16,2.1055038959291754e-26,1
0.0009592768082706694,8.54341716609341e-08,1.0052908567226914e-13,3.174205261179196e-13,5.068191401872408e-26,2.1642170117748823e-17,2.5425585262469403e-26,1
0.0009273851808517354,7.870278132900497e-08,4.734240798359986e-13,4.4798284216993963e-13,1.177547440717514e-25,8.443255783007697e-17,1.6940201074081104e-25,1
0.0009490379246324103,8.345979389573813e-08,4.878663586960462e-13,6.351364953236447e-13,1.946431149331991e-25,1.1451475140136722e-16,2.9514703725122076e-25,1
0.0009728737064070891,8.227903108825744e-08,1.7236208683453103e-12,1.4255202054044505e-12,1.8025885675017784e-24,3.264896499740543e-16,1.3204840086753869e-24,1
0.0009207566047567802,7.146639325257973e-08,4.3904586124896866e-13,2.088477969791386e-12,9.389779529098538e-25,2.7184674668046193e-16,-1.7657191343954247e-24,1
0.0009576291369671785,8.118255035483064e-08,4.1898131771155234e-13,1.3640433883838415e-12,5.441602786249271e-25,2.083718107260967e-16,-8.759262990767507e-25,1
0.0009648631235201935,8.300000006948284e-08,1.2868562364324954e-13,3.338531925415002e-13,6.83965708355586e-26,2.787838884857028e-17,-1.0506073080889248e-26,1
0.0009416971943117206,7.774187521868083e-08,1.5552636966285817e-13,1.0744201016690552e-13,-2.0197034540078315e-27,6.815681389289135e-18,1.3741113999549185e-26,1
0.0009570444301650372,8.223932353679748e-08,1.097664060688179e-12,2.2166644762798634e-12,2.383841634424148e-24,3.825353751634137e-16,-2.5045643747542687e-24,1
0.0009431058441722627,8.2993724837921e-08,8.741923554829022e-13,1.1849440758780144e-12,1.1808537183888424e-24,3.30348114790378e-16,-2.450314784386895e-25,1
0.0009689273847076959,8.469382967542036e-08,2.756810995938639e-12,4.957900488282125e-12,1.832849878953723e-23,1.4352357975977631e-15,-1.899011345617921e-25,1
0.0009237841815946145,8.011775343782951e-08,3.3348327628707085e-13,1.853921307260627e-12,1.4362811667839546e-24,4.824146241222892e-16,-2.4908362045034287e-25,1
0.0009588023597979954,8.484938796547921e-08,3.3840993852958756e-13,2.0206847554140624e-13,-4.935594659914827e-26,-5.4572527874237135e-17,-1.8871696025076378e-26,1
0.0009255274323523941,7.94034298158446e-08,9.012446151153725e-14,7.999289741450646e-13,2.0599207368495987e-25,2.0947778741942184e-16,-6.081694437816121e-26,1
0.0009707772694987468,8.639358200157292e-08,2.1747187019195382e-13,1.2776535872756292e-12,6.5788408714278075e-25,2.966534530165275e-16,-1.440713994523927e-25,1
0.0009165031754529193,7.826267464255861e-08,1.1272988654674953e-13,7.738708190208255e-13,2.230428334532825e-25,1.977364441495297e-16,4.9968631966441233e-26,1
0.0008286599873393011,5.946622159087108e-08,1.251847633869327e-14,2.2694408431574857e-13,1.2024321502009571e-26,5.5334636065513076e-17,1.3180167508696794e-27,1
0.0009612087422023101,8.769339957983223e-08,1.8785089965574882e-13,1.0714733380781881e-13,-1.0291639316587772e-26,-3.164936463965004e-17,-1.118747129804934e-26,1
0.0009422997782068795,8.198291727986748e-08,3.553828519624967e-13,2.0543502467001e-13,-4.0632796992815394e-26,-2.3491573148909207e-17,3.7817669493549767e-26,1
0.0009401739811222447,8.091146305329516e-08,2.711903106989627e-13,5.350361947957124e-14,-5.920521767747103e-27,-9.290476617474003e-18,2.5462374238824237e-27,1
0.0009149076634630564,7.318259126813304e-08,1.499625925405188e-13,8.094108509001873e-14,-8.64536826244757e-27,-1.5407809943137162e-17,2.1863449535815173e-27,1
0.0009579771367033579,8.520786735630257e-08,2.1554188628378637e-13,1.2749854007701746e-13,-2.1122304207238943e-26,-3.1140499983963014e-17,7.619215529159798e-28,1
0.000938187282929948,8.001555346985153e-08,4.2766476122279157e-13,4.935554558493654e-13,1.0662764113840105e-25,8.133932386202503e-17,-2.0012019203397854e-25,1
0.0008098597646894426,4.915790350536589e-08,1.985939672256769e-14,1.901082666868595e-13,7.376693817521407e-27,2.8818721367044594e-17,9.057205981214606e-27,2
0.0007839066695557168,4.6398608398883794e-08,4.0580086266115353e-14,4.3630411406672857e-13,4.0959606266794163e-26,7.563129511647038e-17,4.114251257495899e-26,2
